CategoryID,CategoryName,TopicID,TopicName,TopicDifficult,TileID,TileName,TileImg
,,708,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,709,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,710,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,711,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,712,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,713,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,714,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,715,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,716,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,717,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,718,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,719,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,720,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
37,,721,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,722,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,723,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,724,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,725,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,726,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,727,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,728,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,729,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,730,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,731,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,732,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,733,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,734,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,735,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,736,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,737,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,738,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,739,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,740,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
38,,741,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,742,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,743,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,744,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,745,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,746,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,747,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,748,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,749,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,750,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,751,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,752,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,753,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,754,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,755,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,756,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,757,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,758,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,759,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,760,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
39,,761,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,762,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,763,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,764,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,765,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,766,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,767,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,768,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,769,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,770,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,771,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,772,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,773,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,774,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,775,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,776,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,777,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,778,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,779,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,780,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
40,,781,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,782,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,783,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,784,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,785,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,786,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,787,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,788,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,789,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,790,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,791,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,792,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,793,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,794,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,795,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,796,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,797,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,798,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,799,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,800,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
41,,801,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,802,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,803,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,804,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,805,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,806,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,807,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,808,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,809,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,810,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,811,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,812,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,813,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,814,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,815,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,816,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,817,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,818,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,819,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,820,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
42,,821,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,822,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,823,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,824,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,825,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,826,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,827,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,828,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,829,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,830,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,831,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,832,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,833,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,834,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,835,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,836,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,837,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,838,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,839,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,840,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
43,,841,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,842,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,843,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,844,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,845,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,846,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,847,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,848,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,849,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,850,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,851,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,852,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,853,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,854,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,855,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,856,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,857,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,858,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,859,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,860,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
44,,861,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,862,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,863,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,864,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,865,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,866,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,867,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,868,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,869,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,870,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,871,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,872,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,873,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,874,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,875,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,876,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,877,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,878,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,879,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,880,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
45,,881,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,882,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,883,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,884,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,885,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,886,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,887,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,888,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,889,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,890,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,891,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,892,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,893,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,894,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,895,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,896,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,897,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,898,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,899,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,900,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
46,,901,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,902,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,903,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,904,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,905,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,906,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,907,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,908,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,909,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,910,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,911,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,912,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,913,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,914,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,915,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,916,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,917,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,918,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,919,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,920,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
47,,921,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,922,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,923,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,924,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,925,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,926,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,927,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,928,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,929,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,930,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,931,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,932,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,933,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,934,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,935,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,936,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,937,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,938,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,939,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,940,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
48,,941,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,942,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,943,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,944,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,945,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,946,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,947,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,948,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,949,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,950,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,951,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,952,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,953,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,954,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,955,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,956,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,957,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,958,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,959,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,960,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
49,,961,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,962,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,963,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,964,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,965,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,966,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,967,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,968,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,969,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,970,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,971,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,972,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,973,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,974,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,975,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,976,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,977,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,978,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,979,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,980,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
50,,981,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,982,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,983,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,984,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,985,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,986,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,987,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,988,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,989,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,990,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,991,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,992,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,993,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,994,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,995,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,996,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,997,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,998,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,999,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
,,1000,,Normal,1,,
,,,,,2,,
,,,,,3,,
,,,,,4,,
